[16/Jun/2023 15:57:50] INFO [django.utils.autoreload:668] Watching for file changes with StatReloader
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:330] Waiting for apps ready_event.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:342] Apps ready_event triggered. Sending autoreload_started signal.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/debug_toolbar/templates with glob **/*.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/services/templates with glob **/*.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/payments/templates with glob **/*.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/geemap/templates with glob **/*.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/users/templates with glob **/*.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/ckeditor/templates with glob **/*.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/captcha/templates with glob **/*.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/locale with glob **/*.mo.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/modeltranslation/locale with glob **/*.mo.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/whitenoise/runserver_nostatic/locale with glob **/*.mo.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/debug_toolbar/locale with glob **/*.mo.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/ckeditor/locale with glob **/*.mo.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/hitcount/locale with glob **/*.mo.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/captcha/locale with glob **/*.mo.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/users/locale with glob **/*.mo.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/services/locale with glob **/*.mo.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/payments/locale with glob **/*.mo.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/geemap/locale with glob **/*.mo.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/locale with glob **/*.mo.
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /en/ HTTP/1.1" 200 58772
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/css/styles.min.css HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/bootstrap4/css/bootstrap.min.css HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/debug_toolbar/js/toolbar.js HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] DEBUG [django.utils.autoreload:394] File /usr/lib/python3.10/shlex.py first seen with mtime 1685358638.0
[16/Jun/2023 16:18:43] DEBUG [django.utils.autoreload:394] File /usr/lib/python3.10/netrc.py first seen with mtime 1685358638.0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/js/libs.min.js HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/bootstrap4/js/bootstrap.min.js HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/js/common.js HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/logo/bucegi_logo.png HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/logo/rnp-romsilva3.png HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/debug_toolbar/css/toolbar.css HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/backgrounds/promo2.webp HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/backgrounds/promo4.webp HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/backgrounds/promo8.webp HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/reddeer2.webp HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/logo/sfinx1.png HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/svg/plus.svg HTTP/1.1" 200 940
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/attractions/capra-neagra1.webp HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/attractions/manastirea-s1.webp HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/fonts/font-awesome/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/attractions/trails.webp HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] DEBUG [django.db.backends:131] (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None; alias=default
[16/Jun/2023 16:18:43] DEBUG [django.db.backends:131] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`expire_date` > '2023-06-16 13:18:43.752188' AND `django_session`.`session_key` = 'nayxybspmek1o7qx613jzxvdmgfuxp1f') LIMIT 21; args=('2023-06-16 13:18:43.752188', 'nayxybspmek1o7qx613jzxvdmgfuxp1f'); alias=default
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /media/partner_images/Logo_slogan_english_rgb.WebP HTTP/1.1" 200 12102
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/attractions/attractions10.webp HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/attractions/cuisine.webp HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/attractions/winter-sports.webp HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/backgrounds/map.png HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/backgrounds/review.webp HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/backgrounds/newsletter6.webp HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/instagram_img.png HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/insta/insta10.webp HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/insta/insta14.webp HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/insta/insta15.webp HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/insta/insta16.webp HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/footer-bg.png HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/logo/aquatique.png HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/logo/logo-ananp.png HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/unlock1.webp HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/logo/112-logo.png HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/img/icons/tickets2.png HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/debug_toolbar/css/print.css HTTP/1.1" 304 0
[16/Jun/2023 16:18:43] INFO [django.server:212] "GET /static/debug_toolbar/js/utils.js HTTP/1.1" 304 0
[16/Jun/2023 16:18:53] DEBUG [django.template:930] Exception while resolving variable 'url' in template 'services/home.html'.
Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
TypeError: string indices must be integers

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 890, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'str' object has no attribute 'url'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
ValueError: invalid literal for int() with base 10: 'url'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [url] in 'https://www.tornator.fi/en/'
[16/Jun/2023 16:18:53] DEBUG [django.template:930] Exception while resolving variable '0' in template 'services/home.html'.
Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/db/models/query.py", line 418, in __getitem__
    raise TypeError(
TypeError: QuerySet indices must be integers or slices, not str.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 890, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'MultilingualQuerySet' object has no attribute '0'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/db/models/query.py", line 450, in __getitem__
    return qs._result_cache[0]
IndexError: list index out of range

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [0] in <MultilingualQuerySet []>
[16/Jun/2023 16:18:53] DEBUG [django.template:930] Exception while resolving variable '0' in template 'services/home.html'.
Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/db/models/query.py", line 418, in __getitem__
    raise TypeError(
TypeError: QuerySet indices must be integers or slices, not str.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 890, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'MultilingualQuerySet' object has no attribute '0'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/db/models/query.py", line 450, in __getitem__
    return qs._result_cache[0]
IndexError: list index out of range

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [0] in <MultilingualQuerySet []>
[16/Jun/2023 16:18:53] DEBUG [django.template:930] Exception while resolving variable '1' in template 'services/home.html'.
Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/db/models/query.py", line 418, in __getitem__
    raise TypeError(
TypeError: QuerySet indices must be integers or slices, not str.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 890, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'MultilingualQuerySet' object has no attribute '1'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/db/models/query.py", line 450, in __getitem__
    return qs._result_cache[0]
IndexError: list index out of range

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [1] in <MultilingualQuerySet []>
[16/Jun/2023 16:18:53] DEBUG [django.template:930] Exception while resolving variable '1' in template 'services/home.html'.
Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/db/models/query.py", line 418, in __getitem__
    raise TypeError(
TypeError: QuerySet indices must be integers or slices, not str.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 890, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'MultilingualQuerySet' object has no attribute '1'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/db/models/query.py", line 450, in __getitem__
    return qs._result_cache[0]
IndexError: list index out of range

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [1] in <MultilingualQuerySet []>
[16/Jun/2023 16:18:53] DEBUG [django.template:930] Exception while resolving variable '2' in template 'services/home.html'.
Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/db/models/query.py", line 418, in __getitem__
    raise TypeError(
TypeError: QuerySet indices must be integers or slices, not str.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 890, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'MultilingualQuerySet' object has no attribute '2'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/db/models/query.py", line 450, in __getitem__
    return qs._result_cache[0]
IndexError: list index out of range

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [2] in <MultilingualQuerySet []>
[16/Jun/2023 16:18:53] DEBUG [django.template:930] Exception while resolving variable '2' in template 'services/home.html'.
Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/db/models/query.py", line 418, in __getitem__
    raise TypeError(
TypeError: QuerySet indices must be integers or slices, not str.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 890, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'MultilingualQuerySet' object has no attribute '2'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/db/models/query.py", line 450, in __getitem__
    return qs._result_cache[0]
IndexError: list index out of range

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [2] in <MultilingualQuerySet []>
[16/Jun/2023 16:18:53] DEBUG [django.template:930] Exception while resolving variable '3' in template 'services/home.html'.
Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/db/models/query.py", line 418, in __getitem__
    raise TypeError(
TypeError: QuerySet indices must be integers or slices, not str.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 890, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'MultilingualQuerySet' object has no attribute '3'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/db/models/query.py", line 450, in __getitem__
    return qs._result_cache[0]
IndexError: list index out of range

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [3] in <MultilingualQuerySet []>
[16/Jun/2023 16:18:53] DEBUG [django.template:930] Exception while resolving variable '3' in template 'services/home.html'.
Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/db/models/query.py", line 418, in __getitem__
    raise TypeError(
TypeError: QuerySet indices must be integers or slices, not str.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 890, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'MultilingualQuerySet' object has no attribute '3'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/db/models/query.py", line 450, in __getitem__
    return qs._result_cache[0]
IndexError: list index out of range

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [3] in <MultilingualQuerySet []>
[16/Jun/2023 16:18:53] DEBUG [django.template:930] Exception while resolving variable '4' in template 'services/home.html'.
Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/db/models/query.py", line 418, in __getitem__
    raise TypeError(
TypeError: QuerySet indices must be integers or slices, not str.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 890, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'MultilingualQuerySet' object has no attribute '4'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/db/models/query.py", line 450, in __getitem__
    return qs._result_cache[0]
IndexError: list index out of range

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [4] in <MultilingualQuerySet []>
[16/Jun/2023 16:18:53] DEBUG [django.template:930] Exception while resolving variable '4' in template 'services/home.html'.
Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/db/models/query.py", line 418, in __getitem__
    raise TypeError(
TypeError: QuerySet indices must be integers or slices, not str.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 890, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'MultilingualQuerySet' object has no attribute '4'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/db/models/query.py", line 450, in __getitem__
    return qs._result_cache[0]
IndexError: list index out of range

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [4] in <MultilingualQuerySet []>
[16/Jun/2023 16:18:53] DEBUG [django.template:930] Exception while resolving variable '5' in template 'services/home.html'.
Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/db/models/query.py", line 418, in __getitem__
    raise TypeError(
TypeError: QuerySet indices must be integers or slices, not str.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 890, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'MultilingualQuerySet' object has no attribute '5'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/db/models/query.py", line 450, in __getitem__
    return qs._result_cache[0]
IndexError: list index out of range

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [5] in <MultilingualQuerySet []>
[16/Jun/2023 16:18:53] DEBUG [django.template:930] Exception while resolving variable '5' in template 'services/home.html'.
Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/db/models/query.py", line 418, in __getitem__
    raise TypeError(
TypeError: QuerySet indices must be integers or slices, not str.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 890, in _resolve_lookup
    current = getattr(current, bit)
AttributeError: 'MultilingualQuerySet' object has no attribute '5'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/db/models/query.py", line 450, in __getitem__
    return qs._result_cache[0]
IndexError: list index out of range

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [5] in <MultilingualQuerySet []>
[16/Jun/2023 16:18:53] DEBUG [django.template:930] Exception while resolving variable 'reviews' in template 'services/home.html'.
Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 880, in _resolve_lookup
    current = current[bit]
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/context.py", line 83, in __getitem__
    raise KeyError(key)
KeyError: 'reviews'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 886, in _resolve_lookup
    if isinstance(current, BaseContext) and getattr(
AttributeError: type object 'RequestContext' has no attribute 'reviews'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/template/base.py", line 896, in _resolve_lookup
